City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
451,Uige,AO,68.36,overcast clouds,-7.6087,15.0613,Juliao Pereira
452,Marsaxlokk,MT,51.01,overcast clouds,35.8419,14.5431,Water's Edge
454,Karoi,ZW,66.97,overcast clouds,-16.8099,29.6925,Chikangwe Guest houses
456,Rosetta,EG,60.8,scattered clouds,31.4044,30.4164,Green Valley
458,Tatawin,TN,55.4,scattered clouds,32.9297,10.4518,Sangho Privilege Tataouine
459,Ariquemes,BR,76.66,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
460,Canaries,ES,64.4,scattered clouds,28.0,-15.5,Villa del Monte
463,Tapes,BR,78.17,moderate rain,-30.6733,-51.3958,Cabanas Camping Union
465,Bandundu,CD,75.47,overcast clouds,-3.3167,17.3667,Coja Color
466,Jos,NG,69.8,broken clouds,9.9167,8.9,Silk Suites
468,Pout,SN,73.4,broken clouds,14.7739,-17.0603,chez sada niang
471,Caconda,AO,61.95,overcast clouds,-13.7333,15.0667,
472,Vrede,ZA,61.77,clear sky,-27.4257,29.1659,Vrede Hotel
473,Iacu,BR,79.77,light rain,-12.7672,-40.2117,Pousada e Restaurante Portal da Chapada
474,Kidal,ML,70.14,overcast clouds,18.4411,1.4078,
476,Laela,TZ,60.66,light rain,-8.5667,32.05,
478,Ndioum,SN,77.0,overcast clouds,16.5129,-14.6471,l'hôtel samassa
479,Botshabelo,ZA,66.2,clear sky,-29.2702,26.7052,Botshabelo-L
480,Bukama,CD,69.28,light rain,-9.2,25.85,
481,Likasi,CD,62.62,overcast clouds,-10.9814,26.7333,TABERNACLE DE LIKASI
482,Maputo,MZ,78.8,heavy intensity rain,-25.9653,32.5892,Pestana Rovuma
483,Vila Do Maio,CV,71.6,clear sky,15.1333,-23.2167,Residence 'I Delfini'
484,Bouna,CI,77.79,broken clouds,9.2667,-3.0,Hotel Reserve
486,Shurugwi,ZW,65.26,light rain,-19.6702,30.0059,Flame Lily Lodge
487,Caldas Novas,BR,79.74,light rain,-17.7417,-48.625,Best Western Suites Le Jardin Caldas Novas
488,Robe,AU,56.26,few clouds,-37.1833,139.75,Harbour View Motel
489,Medina,SA,69.8,clear sky,24.4686,39.6142,Anwar Al Madinah Mövenpick Hotel
491,Umtata,ZA,62.6,overcast clouds,-31.5889,28.7844,LLZZ Boutique Lodge
492,Adeje,ES,64.99,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
493,Sharjah,AE,66.2,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
494,Maneromango,TZ,70.43,clear sky,-7.1988,38.7848,
495,Diego De Almagro,CL,78.6,clear sky,-26.3667,-70.05,hotel luna del desierto
497,Desaguadero,PE,55.18,moderate rain,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
498,Iquique,CL,75.2,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
499,Prieska,ZA,79.09,clear sky,-29.6641,22.7474,Avenue GuestHouse
500,Axim,GH,79.88,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
501,Warri,NG,79.18,overcast clouds,5.5167,5.75,BON Hotel Delta
502,Inongo,CD,75.67,light rain,-1.95,18.2667,Hotel Du Lac
505,Vondrozo,MG,72.36,moderate rain,-22.8167,47.2833,
506,Gamba,GA,77.95,overcast clouds,-2.65,10.0,
509,Vredendal,ZA,64.69,clear sky,-31.6683,18.5012,Tharrakamma Guest House
510,Amudat,UG,75.45,overcast clouds,1.95,34.95,Silent Night Hotel
512,Catamarca,AR,71.01,light rain,-28.4696,-65.7852,Amerian Catamarca Park Hotel
513,Birao,CF,73.65,clear sky,10.2849,22.7882,
516,Aswan,EG,57.42,clear sky,24.0934,32.907,Nuba Nile
518,Saint-Louis,SN,77.0,overcast clouds,16.3333,-15.0,
519,Kabare,CD,62.02,light rain,-2.4683,28.8242,Hôtel Panorama
521,Oranjestad,AW,78.8,scattered clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
524,Bara,NG,75.27,few clouds,10.3744,10.7288,
525,Mweka,CD,73.76,overcast clouds,-4.85,21.5667,
528,Luau,AO,65.5,overcast clouds,-10.7073,22.2247,Kimbo Hotel
530,Claudio,BR,74.21,moderate rain,-20.4433,-44.7658,Hotel 3 Irmãos
532,Beni Mazar,EG,50.85,clear sky,28.4962,30.8029,Link Co-Working space & Development center
